kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
11918099,K00780.01,1,CANDIDATE,1.0,2.337437946,63.58795,2.34,0.17,-0.09,0.027998,0.00072,-0.000665,0.7509999999999999,0.06,-0.023,5007,2.34,0.17,-0.09,714,11918099,2.337,3.4e-05,0.9985633450140979,6.303331141839353e-07,0.9999999990931253,3.4e-05,0.9999659990931562
11918099,K00780.02,2,CANDIDATE,0.993,7.240661200000001,9.1666,19.45,1.4,-0.71,0.232818,49.98311,-0.203605,0.7509999999999999,0.06,-0.023,5007,19.45,1.4,-0.71,715,11918099,7.241,0.92,0.8475758193351051,0.0754278082814148,0.9853287886817175,0.92,0.07882630309453736
6522242,K00855.01,1,CANDIDATE,0.9740000000000001,41.408316686,904.6437,11.38,2.07,-1.04,0.139516,0.000244,-0.000431,0.747,0.136,-0.068,5522,11.38,2.07,-1.04,1101,6522242,41.408,0.012,0.998563371015367,8.234490991642679e-85,1.0,0.012,0.988
6587280,K00857.01,1,CANDIDATE,1.0,5.715425977000001,48.613644,2.47,0.37,-0.17,0.027348,0.0004480000000000001,-0.000922,0.826,0.124,-0.057,5237,2.47,0.37,-0.17,1103,6587280,5.715,9.1e-06,0.9985614319295366,1.6840095545089057e-05,0.9999999757390673,9.1e-06,0.9999908757392881
6587280,K00857.02,2,CANDIDATE,0.9940000000000001,20.0261412,9.322174,2.28,0.35,-0.16,0.025305,0.004174000000000001,-0.006614,0.826,0.124,-0.057,5237,2.28,0.35,-0.16,1104,6587280,20.026,0.52,0.8672952714508703,0.09534746670536826,0.9838732529358921,0.52,0.4722591614092282
8689031,K00920.01,1,CANDIDATE,1.0,21.80451611,43.653084,2.6,0.47,-0.19,0.033652999999999995,0.004907,-0.0027370000000000003,0.708,0.127,-0.051,5481,2.6,0.47,-0.19,810,8689031,21.805,0.00018,0.9985563238213228,7.021298738441736e-05,0.9999998984815052,0.00018,0.9998198984997786
8689373,K00921.01,2,CANDIDATE,1.0,10.28194593,46.25013,2.53,0.36,-0.19,0.029849,0.0008710000000000001,-0.000519,0.775,0.111,-0.055999999999999994,5196,2.53,0.36,-0.19,811,8689373,10.282,0.00055,0.9985596810655842,3.0993041515017735e-05,0.9999999552943615,0.00055,0.9994499553189495
8689373,K00921.02,1,CANDIDATE,1.0,18.11993039,49.64462,2.95,0.42,-0.22,0.034825,0.000775,-0.000596,0.775,0.111,-0.055999999999999994,5196,2.95,0.42,-0.22,812,8689373,18.12,5.1e-05,0.9985620884234054,1.7888625457642288e-05,0.999999974240238,5.1e-05,0.9999489742415517
8689373,K00921.03,3,CANDIDATE,1.0,3.78402867,23.37084,1.7,0.25,-0.12,0.020134,0.003511,-0.001548,0.775,0.111,-0.055999999999999994,5196,1.7,0.25,-0.12,813,8689373,3.784,0.00019,0.9955879450466953,0.0035878512236420944,0.9999840427997313,0.00019,0.9997940458315994
11359879,K00128.01,1,CANDIDATE,0.996,4.942783419,1927.6256,10.62,1.44,-0.73,0.099444,0.000194,-0.000211,0.978,0.133,-0.067,5514,10.62,1.44,-0.73,196,11359879,4.943,0.055,0.998563371015367,2.2785161174864326e-180,1.0,0.055,0.945
8826878,K00922.01,1,CANDIDATE,1.0,5.15448142,44.139656,2.94,0.63,-0.39,0.030415,0.001275,-0.005944,0.884,0.19,-0.11699999999999999,5431,2.94,0.63,-0.39,814,8826878,5.154,0.0005,0.9985562363818808,4.3366839440934486e-05,0.9999999372952888,0.0005,0.9994999373266412
1718189,K00993.01,1,CANDIDATE,1.0,21.85362905,19.608992,1.75,0.47,-0.16,0.018296,0.003946,-0.001116,0.8759999999999999,0.23399999999999999,-0.078,5830,1.75,0.47,-0.16,1871,1718189,21.854,0.0024,0.9910972759223714,0.011998513298030351,0.9998909121279645,0.0024,0.9974911739388574
1718189,K00993.02,2,CANDIDATE,1.0,13.0607936,16.736902,1.45,0.38,-0.13,0.015111,0.005684000000000001,-0.001135,0.8759999999999999,0.23399999999999999,-0.078,5830,1.45,0.38,-0.13,1872,1718189,13.061,0.91,0.9801462044422802,0.018074493095278376,0.9996271447456625,0.91,0.0899664430271096
1431122,K00994.01,1,CANDIDATE,0.99,4.298920099999999,15.994445,2.12,0.27,-0.27,0.019694,0.001981,-0.005939,1.022,0.14,-0.14,5300,2.12,0.27,-0.27,1874,1431122,4.299,0.029,0.9739563352836784,0.017384902862140953,0.9995269016376606,0.029,0.9705406214901684
4180280,K00144.01,1,CANDIDATE,1.0,4.176254191,218.05376,3.07,0.2,-0.11,0.036246,0.001541,-0.002726,0.7759999999999999,0.051,-0.027999999999999997,4957,3.07,0.2,-0.11,282,4180280,4.176,0.0014,0.998563371015367,2.7737905411522967e-21,1.0,0.0014,0.9986
8229696,K01072.01,1,CANDIDATE,0.998,10.12805158,33.04488,1.95,0.24,-0.11,0.02174,0.002811,-0.001783,0.82,0.102,-0.044000000000000004,5676,1.95,0.24,-0.11,1520,8229696,10.128,3.1e-06,0.9983932091115966,0.0005228927090416791,0.9999991580283336,3.1e-06,0.9999960580309437
6690082,K01240.01,1,CANDIDATE,1.0,2.1395563,40.34683,1.76,0.27,-0.24,0.014957,0.000254,-0.0005070000000000001,1.08,0.16399999999999998,-0.149,5534,1.76,0.27,-0.24,1622,6690082,2.14,7.2e-05,0.9985413332817744,9.128564870037502e-05,0.9999998666379754,7.2e-05,0.9999278666475775
6690082,K01240.02,2,CANDIDATE,1.0,4.807103253999999,23.289696,2.96,0.45,-0.41,0.025102,0.000111,-0.005209,1.08,0.16399999999999998,-0.149,5534,2.96,0.45,-0.41,1623,6690082,4.807,0.25,0.9955458067295239,0.0037359098634676797,0.9999832224043755,0.25,0.7499874168032816
11960862,K00782.01,1,CANDIDATE,1.0,6.575315881,210.22159,5.31,1.5,-0.81,0.049152,0.001988,-0.000599,0.9890000000000001,0.28,-0.151,5992,5.31,1.5,-0.81,717,11960862,6.575,1.2e-06,0.998563371015367,1.5687923467439995e-20,1.0,1.2e-06,0.9999988
12020329,K00783.01,1,CANDIDATE,1.0,7.2750408439999985,234.95987,4.86,1.05,-0.37,0.051358,5.8e-05,-0.002091,0.867,0.187,-0.067,5485,4.86,1.05,-0.37,718,12020329,7.275,0.0059,0.998563371015367,7.948950629331298e-23,1.0,0.0059,0.9941
